Timestamp,Вы из этого населенного пункта? (указываем название нас пункта),"Скажите, пожалуйста, какой у Вас возраст",Укажите пол,Пойдёте ли на президентские выборы?,Будете голосовать досрочно?,За кого планируете голосовать/проголосовали?,Ваш уровень образования?,"Сообщите, пожалуйста, совокупный месячный доход Вашей семьи в бел.руб.",Какими инструментами коммуникации Вы пользуетесь?,Код волонтёра ,Произвольный комментарий волонтера,тип нп,регион
8/4/2020 18:25:34,"Новогрудский район, деревня Попковичи",старше 60,Муж,Да,Нет,Против всех,Высшее,1000 - 2000,"Радио, Телевидение, Бумажная пресса",76,,село,4
8/4/2020 18:26:26,"Новогрудский район, деревня Попковичи",18-30,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Радио, Телевидение, Viber, Telegram, Вконтакте, Youtube",76,,село,4
8/4/2020 18:27:09,Новогрудок,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Радио, Viber, Telegram, Вконтакте, Youtube",76,,город,4
8/4/2020 18:27:59,Новогрудок,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",76,,город,4
8/4/2020 18:28:51,Новогрудок,41-50,Муж,Нет,,Не пойду,Высшее,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",76,,город,4
8/4/2020 18:30:11,"Новогрудский район, деревня Скрыдлево",31-40,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Радио, Телевидение, Viber, Одноклассники",76,,село,4
8/4/2020 18:30:53,Новогрудок,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Радио, Телевидение, Viber, Telegram, Youtube",76,,село,4
8/4/2020 18:38:09,Жабинка,31-40,Муж,Да,Нет,Тихановская,Базовое \ Среднее,1000 - 2000,"Viber, Telegram",65,,город,1
8/4/2020 18:39:54,Жабинка,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Youtube",65,Сын с отцом. Молодцы. Они за перемены. ,город,1
8/4/2020 18:44:08,Жабинка,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Одноклассники, Вконтакте, Youtube",65,Ждём перемен,город,1
8/4/2020 18:45:26,Гомель,18-30,Жен,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",81,Гомель 18.00-18.30,город,3
8/4/2020 18:46:35,Гомель,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,Viber,81,Гомель 18.00-18.30,город,3
8/4/2020 18:47:22,Речица,41-50,Жен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,500 - 1000,Telegram,69,,город,3
8/4/2020 18:47:50,Гомель,31-40,Жен,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Youtube",81,Гомель 18.00-18.30,город,3
8/4/2020 18:48:58,Гомель ,31-40,Муж,Да,Да,Тихановская,Профессионально-техническое,500 - 1000,"Viber, Telegram, Youtube",81,Гомель 18.00-18.30,город,3
8/4/2020 18:50:26,Гомель,41-50,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Viber, Вконтакте, Инстаграм",81,Гомель 18.00-18.30,город,3
8/4/2020 18:51:48,Гомель ,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Viber, Вконтакте, Youtube",81,Гомель 18.00-18.30,город,3
8/4/2020 18:53:05,Гомель,41-50,Жен,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Viber, Telegram, Youtube, Другие соцсети ",81,Гомель 18.00-18.30,город,3
8/4/2020 18:54:09,Гомель,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,Youtube,81,Гомель 18.00-18.30,город,3
8/4/2020 18:55:26,Гомель,41-50,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Youtube",81,Гомель 18.00-18.30,город,3
8/4/2020 18:57:19,Гомель,41-50,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Viber, Telegram, Youtube",81,Гомель 18.00-18.30,город,3
8/4/2020 19:02:35,Речица ,старше 60,Жен,Да,Нет,Лукашенко,Среднее специальное,До 500,"Телевидение, Viber, Telegram",69,,город,3
8/4/2020 19:15:28,Речица,51-60,Муж,Да,Нет,Тихановская,Профессионально-техническое,500 - 1000,"Telegram, Youtube",69,,город,3
8/4/2020 19:23:20,Речица,51-60,Жен,Затрудняюсь ответить,Нет,Затрудняюсь ответить,Высшее,До 500,"Телевидение, Youtube",69,,город,3
8/4/2020 19:24:12,Жабинка,41-50,Муж,Затрудняюсь ответить,Нет,Тихановская,Профессионально-техническое,500 - 1000,"Телевидение, Viber, Одноклассники, Youtube, WhatsApp ",65,Хороший парень. Жаждет перемен,город,1
8/4/2020 19:37:27,Речица,старше 60,Жен,Нет,Нет,Не пойду,Высшее,До 500,Viber,69,,город,3
8/4/2020 19:56:30,Минск,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,Родственники,53,,город,7
8/4/2020 20:03:22,Речица,старше 60,Жен,Да,Да,Затрудняюсь ответить,Базовое \ Среднее,До 500,Телевидение,69,,город,3
8/4/2020 20:13:51,Брест,31-40,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте",24,Это мой первый человечек,город,1
8/4/2020 20:15:53,Жодино ,41-50,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Радио, Телевидение, Viber, Telegram, Youtube",83,,город,5
8/4/2020 20:18:55,Жодино,старше 60,Муж,Да,Нет,Лукашенко,Высшее,500 - 1000,"Телевидение, Бумажная пресса",83,,город,5
8/4/2020 20:19:00,Речица,51-60,Жен,Да,Да,Лукашенко,Среднее специальное,Не хочу отвечать на этот вопрос,Телевидение,69,,город,3
8/4/2020 20:21:52,Речица,старше 60,Жен,Да,Нет,Лукашенко,Базовое \ Среднее,500 - 1000,Телевидение,69,,город,3
8/4/2020 20:21:59,Жодино,старше 60,Жен,Да,Нет,Лукашенко,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Youtube",83,,город,5
8/4/2020 20:25:32,Жодино,51-60,Жен,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Вконтакте, Youtube, ""Сарафанное радио""",83,,город,5
8/4/2020 20:27:38,Жодино,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте",83,,город,5
8/4/2020 20:30:32,Жодино,18-30,Муж,Да,Нет,Затрудняюсь ответить,Базовое \ Среднее,До 500,"Радио, Телевидение, Viber, Telegram, Вконтакте, Youtube",83,,город,5
8/4/2020 20:31:12,Брест,31-40,Муж,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Telegram, Вконтакте, Youtube",24,Это второй человек,город,1
8/4/2020 20:34:00,Жабинка район,41-50,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Одноклассники, Youtube",65,Активная гражданская позиция. Наш Человек,село,1
8/4/2020 20:36:18,Жодино,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Интернет новости",83,,город,5
8/4/2020 20:38:05,Жодино,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Новости в интернет",83,,город,5
8/4/2020 20:43:34,Жодино,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Телевидение, Бумажная пресса, Viber, Одноклассники, интернет",83,,город,5
8/4/2020 20:45:13,Брест,18-30,Муж,Да,Нет,Черечень,Базовое \ Среднее,500 - 1000,Бумажная пресса,24,,город,1
8/4/2020 20:47:54,Жодино,41-50,Муж,Да,Нет,Против всех,Высшее,выше 2000,"Радио, Viber, Вконтакте, Youtube",83,,город,5
8/4/2020 20:51:34,Жодино,31-40,Жен,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Вконтакте, Youtube",83,,город,5
8/4/2020 20:53:08,Жодино,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,выше 2000,"Viber, Telegram, Вконтакте, Youtube, Интернет ресурсы",83,,город,5
8/4/2020 20:55:57,Жодино,41-50,Жен,Да,Затрудняюсь ответить,Тихановская,Высшее,выше 2000,"Телевидение, Viber, Одноклассники, Вконтакте, Youtube",83,,город,5
8/4/2020 20:58:57,Жодино,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Viber, Telegram, Вконтакте, Youtube",83,,город,5
8/4/2020 21:00:24,Жодино,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Viber, Telegram, Вконтакте, Youtube, Инмтаграмм",83,,город,5
8/4/2020 21:00:51,Брест,31-40,Муж,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Viber, Telegram, Youtube",24,,город,1
8/4/2020 21:03:35,Брест,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Telegram, Youtube",24,,город,1
8/4/2020 21:30:41,Минск,51-60,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Бумажная пресса, Viber, Telegram, Youtube",53,,город,7
8/4/2020 21:31:29,Минск,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Бумажная пресса",53,,город,7
8/4/2020 21:32:26,Минск,старше 60,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Youtube",53,,город,7
8/4/2020 21:33:36,Минск,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,Родственники,53,,город,7
8/4/2020 21:34:18,Минск,старше 60,Жен,Да,Затрудняюсь ответить,Против всех,Профессионально-техническое,До 500,Телевидение,53,,город,7
8/4/2020 21:35:20,Минск,старше 60,Муж,Нет,Нет,Не пойду,Профессионально-техническое,500 - 1000,"Телевидение, Бумажная пресса, Одноклассники",53,,город,7
8/4/2020 21:37:12,Минск,старше 60,Жен,Да,Нет,Лукашенко,Профессионально-техническое,До 500,"Радио, Телевидение",53,,город,7
8/4/2020 21:37:49,Минск,старше 60,Муж,Нет,Нет,Не пойду,Высшее,До 500,"Радио, Бумажная пресса",53,,город,7
8/4/2020 21:38:23,Минск,старше 60,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,Родственники,53,,город,7
8/4/2020 21:39:01,Минск,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Одноклассники, Вконтакте, Youtube",53,,город,7
8/4/2020 21:39:49,Минск,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Telegram, Youtube",53,,город,7
8/4/2020 21:40:25,Минск,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Одноклассники, Вконтакте",53,,город,7
8/4/2020 21:41:11,Минск,18-30,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Вконтакте, Youtube",53,,город,7
8/4/2020 21:41:47,Минск,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,Facebook,53,,город,7
8/4/2020 21:42:51,Минск,51-60,Жен,Да,Нет,Против всех,Высшее,500 - 1000,"Viber, Youtube",53,,город,7
